的	de_dí_dì
蛘	yáng
蛑	móu
蛸	xiāo_shāo
蜊	lì_lí
蜞	qí
蜾	guǒ
蜩	tiáo
蝾	róng
蝰	kuí
螵	piāo
蠖	huò
罅	xià
笏	hù
筅	xiǎn
筮	shì
篑	kuì
舄	xì
臬	niè
衄	nǜ
舯	zhōng
舳	zhú
敉	mǐ
糁	sǎn_shēn
糇	hóu
糍	cí
艮	gèn_gěn
翥	zhù
絷	zhí
纛	dào
麴	qū
酤	gū
酡	tuó
酩	mǐng
酹	lèi
醐	hú
醍	tí_tǐ
跏	jiā
跆	tái
蹯	fán
貘	mò
觯	zhì
謦	qǐng_qì
龅	bāo
黾	mǐn_miǎn_měng
鼍	tuó
隼	sǔn
雎	jū
銎	qióng_qiōng
錾	zàn
鐾	bèi
鲎	hòu
鲔	wěi
鲵	ní
鲼	fèn
鲽	dié
鳆	fù
鳋	sāo
鞒	qiáo
髁	kē
饕	tāo
髹	xiū
鬟	huán
黧	lí
鼢	fén
倭	wō_wēi
酆	fēng
坩	gān
苜	mù
莜	yóu_dí_diào
莨	làng_liáng
蓥	yíng
瞢	méng_měng
呔	dāi_tǎi_tāi
夥	huǒ
馕	náng_nǎng
汩	gǔ_yù
骒	kè
纰	pī_pí_bǐ
玟	mín_wén
炅	jiǒng_guì
砬	lì_lā_lá
颃	háng
麽	mó_me_ma
齄	zhā
赜	zé
劐	huō_huá_huò
卺	jǐn
鄄	juàn
圬	wū
坜	lì
蒇	chǎn
蒹	jiān
蒗	làng
蔟	cù
掭	tiàn
搛	jiān_lián
擐	huàn
擗	pǐ_bò
帔	pèi
岍	qiān
崧	sōng
甯	níng_nìng
嬲	niǎo
骢	cōng
纥	hé_gē
枞	cōng_zōng
栊	lóng
柙	xiá
枳	zhǐ
椤	luó_luǒ
檗	bò
搿	gé
炀	yáng
烀	hū
穑	sè
裆	dāng
颍	yǐng
蚴	yòu
匦	guǐ
劂	jué
伧	cāng_chen
佧	kǎ
俜	pīng
黉	hóng
馘	guó
凇	sōng
谖	xuān
陬	zōu
郢	yǐng
鄯	shàn
垆	lú
坭	ní
坶	mù_mǔ_méi
埽	sào_sǎo
芄	wán
苊	è
芘	bì_pí
苁	cōng
芟	shān
茆	máo_mǎo
荛	ráo
荮	zhòu
莰	kǎn
莶	xiān_liǎn
菪	dàng
蓣	yù
蕞	zuì
薨	hōng
蘧	qú
廾	gǒng
尢	yóu_wāng
揲	shé_dié_yè
揞	ǎn
搦	nuò
撖	hàn_qiǎn
攉	huō_huò_què
攮	nǎng
呤	líng
哜	jì_jiē_zhāi
哳	zhā
唣	zào
啉	lán_lín
喱	lí
囗	wéi_guó
帱	chóu_dào
帻	zé
屺	qǐ
岜	bā
崾	yǎo
嵝	lǒu
徂	cú
犸	mǎ_mà
狻	suān
猹	chá
猸	méi
馇	chā
庀	pǐ
廑	jǐn_qín
丬	pán_qiáng
氵	shuǐ
汔	qì
沲	tuó_duò
浯	wú
浼	měi
渖	shěn
渫	xiè
湓	pén
溻	tā
迕	wǔ
迮	zé
彐	jì_xuě
弪	jìng
屮	chè_cǎo
妤	yú
娈	luán
胬	nǔ_nǚ
媸	chī
嫜	zhāng
尜	gá
孓	jué
驵	zǎng
驺	zōu
骣	chǎn
纟	sī
纩	kuàng
绋	fú
绐	dài
绱	shàng
绲	gǔn
缡	lí
巛	chuān_shùn
玢	bīn_fēn
琚	jū
璺	wèn
杩	mà_mǎ
枘	ruì
桕	jiù
桊	juàn_quān
桫	suō
椟	dú
椠	qiàn
楗	jiàn
楱	còu_zòu_cōu
榘	jǔ
槔	gāo
榱	cuī
槊	shuò
槭	qì_sè_qī
槲	hú
檠	qíng
檎	qín
橼	yuán
檑	léi
獒	áo
殂	cú
辁	quán
戗	qiāng_qiàng
戤	gài
甏	bèng_bàng
攴	pū
昃	zè
昴	mǎo
胲	hǎi
脞	cuǒ
脬	pāo
脘	wǎn_guǎn
腠	còu
腽	wà
腭	è
膣	zhì
旆	pèi
煺	tuì
礓	jiāng
礤	cǎ
盱	xū
眍	kōu
眭	guì_suī
眵	chī
鹎	bēi
瘅	dàn_dān
皲	jūn
虍	hū_hǔ
酲	chéng
鹾	cuó
跫	qióng
跽	jì
踔	chuō
躔	chán
躜	zuān
貅	xiū
觖	jué
雩	yú
龆	tiáo
隹	zhuī_cuī_wéi
鍪	móu
鏊	ào
鲒	jié
鲩	huàn
鲶	nián
鳜	guì_jué
鳟	zūn
饔	yōng
黪	cǎn
鼽	qiú
卮	zhī
匚	fāng
劁	qiāo
侔	móu
傺	chì
儇	xuān
佥	qiān
勹	bāo
亠	tóu
谘	zī
谠	dǎng
墼	jī
圮	pǐ
垤	dié
垲	kǎi
垴	nǎo
埙	xūn
埯	ǎn_yǎn
埤	pí_pì
堋	péng_bèng
埭	dài
墚	liáng
艹	ǎo_cǎo
芏	dù
芴	wù_hū
芤	kōu
茇	bá
苠	mín
茼	tóng
莛	tíng
茺	chōng
荭	hóng
萁	qí
菝	bá
萆	bì
菸	yān_yū
菀	wǎn_yùn_yù
葙	xiāng
蒈	kǎi
葸	xǐ
蓠	lí
蒡	bàng
彡	shān_xiǎn
犭	quǎn
夂	zhǐ_zhōng
饣	shí
饫	yù
庋	guǐ
廒	áo
忄	xīn
忭	biàn
惝	chǎng_tǎng
愀	qiǎo
慊	qiàn_qiè
闼	tà
泐	lè
沭	shù
潆	yíng
漤	lǎn
漶	huàn
濡	rú
宀	mián
宓	mì_fú
褰	qiān
逄	páng
逑	qiú
逭	huàn
遄	chuán
遘	gòu
彖	tuàn
屦	jù
琊	yá
珧	yáo
琏	liǎn
曛	xūn
曜	yào
曩	nǎng
牿	gù
犏	piān
毳	cuì
毵	sān
氇	lǔ
攵	pū
敫	jiǎo_jiào_qiāo
肟	wò
肜	róng_chēn
肓	huāng
肷	qiǎn_xù
胩	kǎ
胙	zuò
胝	zhī
脎	sà
膪	chuài_zhà_zhài
臌	gǔ
臁	lián
飑	biāo
灬	huǒ_biāo
礻	shì
祜	hù
禚	zhuó
恧	nǜ
肀	yù
泶	xué
砘	dùn
砟	zhǎ
硭	máng
硇	náo
硪	wò_yǐ
磉	sǎng
磴	dèng
瞀	mào
罨	yǎn
钅	jīn
钆	gá
钭	dǒu_tǒu
钬	huǒ
钶	kē
铖	chéng
铥	diū
铩	shā
铫	diào_tiáo_yáo
铴	tàng_tāng
铽	tè
锊	lüè
锩	juǎn
锼	sōu
镘	màn
镙	luó
镢	jué
镩	cuān
镱	yì
稂	láng
瓞	dié
鸫	dōng
鸸	ér
鸹	guā
鹇	xián
鹋	miáo
鹛	méi
鹨	liù
鹱	hù
疒	nè
疠	lì_lài
痄	zhà
痃	xuán
痖	yǎ
瘗	yì
瘕	jiǎ_xiá_xiā
瘙	sào
瘛	chì
癀	huáng
瘳	chōu
癔	yì
穸	xī
窀	zhūn
窆	biǎn
窭	jù
衤	yī
衲	nà
裰	duō
耥	tǎng_tāng
虮	jǐ_jī
虺	huǐ_huī
虼	gè
蚨	fú
蚧	jiè
蚰	yóu
蛳	sī
蛞	kuò
蜣	qiāng
蜱	pí
螋	sōu
蝓	yú
螓	qín
螯	áo
螅	xī
螭	chī
螗	táng
蟪	huì
蟮	shàn
蠓	měng
蠛	miè
蠼	qú
笫	zǐ
笮	zuó_zé
笳	jiā
笾	biān
箦	zé
箝	qián
篚	fěi
篪	chí
簖	duàn
籀	zhòu
舁	yú
舴	zé
艏	shǒu
粢	zī_cí
綮	qìng_qǐ
趑	zī
酎	zhòu
酴	tú
醣	táng
鲭	qīng_zhēng
鲰	zōu
鞔	mán_mèn
骱	jiè_xiè
髂	qià
髌	bìn
魃	bá
魈	xiāo
魍	wǎng
髟	biāo
麈	zhǔ
鼬	yòu
丨	gǔn_shù
丿	piě
乇	tuō_zhé
丶	zhǔ_diǎn
刂	dāo
冂	jiōng
亻	rén
冫	bīng
冖	mì
讠	yán
卩	jié
阝	fǔ_fù
廴	yǐn_yìn
凵	kǎn_qiǎn_qū
厶	sī_mǒu
葜	qiā
扌	shǒu
辶	chuò
钰	yù
铞	diào
锍	liǔ
锓	qǐn
镪	qiǎng_qiāng
稆	lǚ
鸪	gū
痂	jiā
袷	jiá_jié_qiā
裉	kèn
疋	pǐ_yǎ_shū
蠊	lián
筇	qióng
筻	gàng
艉	wěi
糸	mì_sī
鬏	jiū
丂	kǎo_qiǎo_yú
丄	shàng
丅	xià
丆	hǎn
丏	miǎn
丒	chǒu
丗	shì
丟	diū
丠	qiū
両	liǎng
丣	yǒu
並	bìng
丩	jiū
丮	jǐ
丯	jiè
丱	guàn_kuàng
丳	chǎn
丵	zhuó
丷	bā
丼	jǐng
乀	fú_piě
乁	yí_jí
乂	yì
乄	wǔ
乆	jiǔ
乊	yī
乑	yín_zhòng
乕	hǔ
乗	chéng_shèng
乚	háo_yǐ_yà
乛	yǐ_zhé
乢	gài
乣	jiǔ
乤	xià
乥	hol
乧	dǒu
乨	shǐ
乪	náng_nāng
乫	jiā
乬	jù
乭	shí
乮	mǎo
乯	hū
乲	cal_zī
乴	xué
乵	yǎn
乶	fǔ
乷	shā
乸	nǎ
乹	qián_gān
乺	suǒ
乻	yú
乼	zhù
乽	zhě
乿	zhì_luàn
亀	guī
亁	qián_gān
亂	luàn
亃	lǐn_lìn_lín
亄	yì
亅	jué
亇	gè_mā
亊	shì
亐	yú
亖	sì
亗	suì
亙	gèn_gèng
亜	yà
亝	qí_zhāi
亞	yā_yà_yǎ
亣	dà_tà
亪	ye
亯	xiǎng
亰	jīng
亱	yè
亴	yòu
亶	dǎn_dàn
亷	lián
亸	duǒ
亹	wěi_mén
亼	jí
亽	jí
亾	wáng
仈	bā
仌	bīng
仏	fó
仐	jīn_sǎn
仒	bīng_eo
仚	xiān
仛	tuō_chà_duó_zhé
仜	hóng
仠	gǎn_hàn
仢	bó
仦	chào
仧	cháng_zhǎng
仩	cháng
仭	rèn
仮	fǎn_jiǎ
仯	chào_miǎo
仱	qián_jīng
仴	wò
仸	yǎo_fó
仹	fēng
仺	cāng
仼	wáng
仾	dī
伀	zhōng
伂	pèi
伃	yú_xù_yǔ
伄	diào
伅	dùn
伆	wěn_wù
伇	yì
伈	xǐn
伋	jí
伌	ài
伒	jìn_yín
伓	pī
伔	dǎn
伕	fū
伖	tǎng
伜	cuì
伝	yún_chuán
伡	chē_jū
伣	qiàn_xiàn
伨	xùn
伩	xìn
伬	chǐ
伭	xián_xuán
伮	nú_nǔ
伱	nǐ
伳	xiè
伵	xù
伷	zhòu
伹	qū_zù
伻	bēng
伾	pī
伿	yì
佀	sì
佁	yǐ_chì_sì
佂	zhēng
佄	hān_gàn
佅	mài
佇	zhù
佈	bù
佉	qū
佊	bǐ
佋	zhāo_shào_sháo
佌	cǐ
佒	yǎng_yāng
佔	zhàn_diān
佖	bì
佡	xiān
佢	qú
佦	yòu_shi
佨	bāo
佪	huí_huái
佫	gé_hè
佭	xiáng
佮	gé
佱	fǎ
佲	mǐng
併	bìng
佷	hěn
佸	huó
佹	guǐ
佺	quán
佽	cì
侀	xíng
侁	shēn
侂	tuō
侅	gāi
來	lái
侇	yí
侊	gōng_guāng
侌	yīn
侎	mǐ
侐	xù
侒	ān
侓	lù
侕	ér
侖	lún
侘	chà
侙	chì_chī
侚	xùn
侜	zhōu
侞	rú
侟	cún_jiàn
価	sì_jià
侢	dài_zài
侤	ta
侫	nìng
侭	jǐn
侰	jiǒng
侱	chěng_tǐng
侲	zhèn_zhēn_chēn
侳	zuò
侴	hào_chǒu
侶	lǚ
侷	jú
侸	shù_dōu
侹	tǐng
侺	shèn
侻	tuó_tuì_tuō
侼	bó
侽	nán
侾	xiāo
俀	tuǐ
俁	yǔ
係	xì
俆	xú_shū
俇	guàng
俈	kù
俉	wù_wú
俋	yì
俌	fǔ
俍	liáng_lǎng
俒	hùn
俓	jìng
俔	qiàn_xiàn
俕	sàn
俖	pěi
俙	xī
俛	fǔ_miǎn
俠	xiá
俢	xiū
俤	dì
俥	chē_jū
俧	zhì
俫	lái
俬	sī
俰	huò
俲	xiào
俴	jiàn
俵	biào_biǎo
俶	chù_tì
俷	fèi
俹	yà_yā
俻	bèi
俼	yù
俽	xīn
俿	hǔ_chí
倀	chāng
倁	zhī
倂	bìng
倃	jiù
倄	yáo
倅	cuì_zú
倆	liǎng_liǎ
倇	wǎn
倈	lái_lài_liē
倉	cāng
倊	zǒng_zòng
個	gè_gě_ge
倎	tiǎn
倐	shū
們	mén_men
倓	tán_tàn_dàn
倕	chuí_zhuì
倖	xìng
倗	péng_pěng_píng
倛	qī_qí_qì
倝	gàn
倞	liàng_jìng
倠	suī
倢	jié
倣	fǎng
値	zhí
倧	zōng
倫	lún
倯	sōng
倰	lèng_líng
倱	hùn
倲	dōng_dòng
倳	zì
倴	bèn_bēn
倵	wǔ
倶	jù_jū
倷	nǎi
倸	cǎi
倹	jiǎn
倻	yē
倽	shà
倿	nìng
偀	yīng
偁	chēng_chèn
偂	qián_jiān
偄	ruǎn_rú
偅	zhòng_tóng_chōng
偆	chǔn
偉	wěi
偊	yǔ
偋	bǐng_bìng
偍	tí
偐	yàn
偑	fēng
偒	tǎng_dàng
偓	wò
偔	è
偖	chě
偗	shěng
偘	kǎn
偙	dì
偛	chā
偝	bèi
偞	xiè_yè_zhá
偟	huáng
偠	yǎo
偡	zhàn
偢	chǒu_qiào
偣	ān_yān
偤	yóu
偦	xū_xǔ
偧	zhā
偨	cī
偩	fù
偪	bī
偫	zhì
偭	miǎn
偮	jí
偯	yǐ
偰	xiè
偱	xún
偲	cāi_sī_sāi
偳	duān
側	cè_zè_zhāi
偵	zhēn
偸	tōu
偹	bèi
偺	zán_zá_zǎ
偼	jié
偽	wěi
傁	sǒu
傂	zhì_sī
傃	sù
傄	xiā
傆	yuàn_yuán
傇	rǒng
傉	nù
傊	yùn
傋	jiǎng_gòu
傌	mà
傎	diān
傏	táng
傐	hào
傑	jié
傒	xī_xì
傓	shān_shàn
傔	qiàn_jiān
傕	què_jué
傖	cāng_chen
傗	chù
傘	sǎn
備	bèi
傚	xiào
傛	róng_yǒng
傜	yáo
傝	tà_tàn
傞	suō
傟	yǎng
傠	fá_fā
傡	bìng
傢	jiā
傤	zài
傦	gǔ
傪	cān_càn_cā_sǎn_sēn
傫	lěi
傭	yōng
傮	zāo_cáo
傯	zǒng
傰	péng_bēng
傱	sǒng_shuǎng
傳	chuán_zhuàn
傴	yǔ
債	zhài
傶	qī_còu_zú
傷	shāng
傸	chuǎng
傹	jìng
傼	hàn
傽	zhāng
傾	qīng
傿	yān_yàn
僀	dì
僁	xiè_sù
僂	lǚ_lóu
僃	bèi
僄	piào_biāo
僅	jǐn_jìn
僆	liàn_lián
僇	lù
僈	màn_mán
僉	qiān
僊	xiān
僋	tǎn_tàn_làn
僌	yíng
働	dòng
僎	zhuàn
僐	shàn
僑	qiáo
僒	jiǒng
僓	tuǐ_tuí
僔	zǔn
僕	pú_pū
僗	láo_lào
僘	chǎng
僙	guāng
僛	qī
僜	chēng_dēng_dèng_téng
僝	zhàn_zhuàn_chán
僞	wěi
僟	jī
僠	bō
僡	huì
僢	chuǎn_chǔn
僣	tiě_jiàn
僤	dàn
僥	jiǎo_yáo
僨	fèn
僩	xiàn
僪	yù_jú
僫	è_wù_wū
僯	lǐn
僰	bó
僱	gù
僲	xiān
僴	xiàn
僶	mǐn
僷	yè
僸	jìn
價	jià_jie
僺	qiào
僼	fēng
僽	zhòu_zhōu
僾	ài
僿	sài
儀	yí
儁	jùn
儂	nóng
儃	chán_tǎn_shàn
億	yì
儅	dāng_dàng
儈	kuài
儉	jiǎn
儊	chù
儌	jiǎo
儍	shǎ
儎	zài
儏	càn
儐	bīn_bìn
儑	án_àn
儓	tái
儔	chóu
儕	chái
儖	lán
儗	nǐ_yì
儘	jǐn
儙	qiàn
儚	méng
儛	wǔ
儜	níng
儝	qióng
儞	nǐ
償	cháng
儠	liè_là
儢	lǚ
儣	kuǎng
儤	bào
儥	yù_dí_dú
儦	biāo
儧	zǎn
儨	zhì_zhí
儩	sì
優	yōu
儫	háo
儬	qìng_chèn
儭	chèn
儮	lì
儯	téng
儰	wěi
儱	lǒng_lóng_lòng
儲	chǔ_chú
儳	chán_chàn
儴	ráng_xiāng
儵	shū_shù
儶	huì_xié
儷	lì
儸	luó
儹	zǎn
儺	nuó
儻	tǎng
儼	yǎn
儽	léi_lěi
儾	nàng_nāng
兂	zān
兇	xiōng
兊	duì_ruì_yuè
兌	duì_ruì_yuè
兎	tù
兏	cháng_zhǎng
児	ér
兒	ér_r
兓	qīn_jīn_zàn_jīn_zàn
兗	yǎn
兘	shǐ
兙	shíkě_shí
兛	qiānkè_qiān
兝	gōngfēn_fēn
兞	háokè_máo
兟	shēn
兠	dōu
兡	bǎikè_bǎi
兣	gōnglǐ_lǐ
兤	huǎng_huáng
兦	wáng
內	nèi
兩	liǎng
兪	yú_shù
兯	han
兲	tiān
兺	būn_fēn
兾	jì
兿	yì
冃	mào
冄	rǎn
円	yuán
冇	mǎo
冊	cè
冋	jiōng_jiǒng
冎	guǎ
冏	jiǒng
冐	mào
冑	zhòu
冓	gòu
冔	xú_xǔ
冘	yín_yóu
冚	kǎn
冝	yí
冞	mí
冟	shì
冡	měng_méng
冣	zuì_jù
冦	kòu
冧	lín
冨	fù
冩	xiě
冪	mì
冭	tài_tái
冮	gāng
冴	yà_hù
冸	pàn
冹	fā_fú
冺	mǐn
冾	qià
冿	jiān
凁	sōu_shù
凂	měi
凃	tú
凅	gù
凈	jìng_chēng
凊	qìng_jìng
凍	dòng
凎	gàn
凐	yīn
凒	ái_yí
凓	lì
凔	cāng
凕	mǐng
凖	zhǔn
凗	cuī
凘	sī
凙	duó
凚	jìn
凜	lǐn
凞	xī
凟	dú
凢	fán
凣	fán
凥	jū
処	chù_chǔ
凧	zhēng
凨	fēng
凩	mù
凪	zhǐ
凬	fēng
凮	fēng
凱	kǎi
凲	gān
凴	píng
凷	kuài
凾	hán
刄	rèn
刅	chuāng
刉	jī
刋	qiàn
刌	cǔn
刏	jī
刐	dǎn
刓	wán
刔	jué
刕	lí
刜	fú
刞	qù
刟	diāo_jū
刡	mǐn
刢	líng
刣	zhōng
別	bié_biè
刦	jié
刧	jié
刪	shān
刬	chǎn_chàn
刯	gēng
刱	chuàng
刲	kuī
刴	duò
刵	èr
刼	jié
刾	cì
剄	jǐng
剅	lóu_dōu
剆	luǒ
則	zé
剈	yuān
剉	cuò
剋	kēi_kè
剎	chà_shā
剏	chuàng
剒	cuò
剓	lí
剕	fèi
剗	chǎn_chàn
剘	qí
剙	chuàng
剚	zì
剛	gāng
剝	bāo_bō
剟	duō
剠	qíng_lüè
剢	dū_zhuó
剣	jiàn
剤	jì
剦	yān
剨	huò_huō
剫	duó_dù
剬	zhì_duān_tuán
剭	wū
剮	guǎ
剰	shèng
剱	jiàn
剳	dá_zhá
剴	kǎi
創	chuàng_chuāng
剶	chuán_chuān
剷	chǎn
剸	tuán_zhuān
剹	lù_jiū
剺	lí
剻	pēng_pěng
剼	shān
剾	kōu
劀	guā
劃	huá_huà
劄	zhā_zhá
劅	zhuó_zhuò
劆	lián
劇	jù
劉	liú
劊	guì
劋	jiǎo_chāo
劌	guì
劍	jiàn
劎	jiàn
劏	tāng
劑	jì
劒	jiàn
劔	jiàn
劕	zhì
劖	chán
劗	zuān_jiǎn
劘	mó
劙	lí
劚	zhú_zhǔ
劜	yà
劤	jìn_jìng
劥	kēng
劦	xié_liè
劧	zhǐ
劮	yì
劯	zhǔ_zhū
劰	miǎo_mò
労	láo
劵	juàn_quàn
劶	kǒu
劷	yáng
劸	wā
効	xiào
劺	móu
劻	kuāng
劼	jié
劽	liè
勀	kè
勁	jìn_jìng
勂	gào
勄	mǐn
勅	chì
勆	láng
勈	yǒng
勊	kè
勌	juàn_juān
勍	qíng
勎	lù
勏	bù
勑	chì_lài
勓	kài
勔	miǎn
動	dòng
勗	xù
務	wù
勚	yì
勛	xūn
勜	wěng_yǎng
勝	shèng
勞	láo
勠	lù
勡	piāo_piào
勢	shì
勣	jì
勥	jiàng_jiǎng_qiǎng
勦	jiǎo_chāo
勧	quàn
勨	xiàng
勩	yì
勪	qiāo_jué
勫	fān
勬	juān
勭	tóng_dòng
勮	jù
勯	dān
勱	mài
勲	xūn
勳	xūn
勴	lǜ
勵	lì
勶	chè
勷	ráng_xiāng
勸	quàn
勻	yún
勼	jiū
勽	bào
匁	mangmi
匂	xiōng
匃	gài
匄	gài
匇	yì
匉	pēng
匊	jū_jú
匋	táo_yáo
匌	gé
匎	è
匑	gōng
匒	dá
匓	jiù
匔	gōng_qiōng
匘	nǎo
匛	jiù
匜	yí
匞	jiàng
匟	kàng
匢	hū
匤	qū
匥	fán_biàn
匧	qiè
匨	zāng_cáng
匩	kuāng
匫	hū
匬	yǔ
匭	guǐ
匯	huì
匰	dān
匱	kuì_guì
匲	lián
匳	lián
匴	suǎn
匵	dú
匶	jiù
匷	jué
匸	xì
匼	kē_qià
匽	yǎn_yàn
區	qū_ōu
卂	xùn
卄	niàn
卆	zú
卋	shì
卌	xì
卍	wàn
卐	wàn
協	xié
単	dān
卙	jí_chì
卛	shuài_lǜ
卝	guàn_kuàng_gǒng
卥	xī
卨	xiè
卪	jié
卬	yǎng_áng
卭	qióng
卲	shào
卶	chǐ
卹	xù
卻	què
卼	wù
卽	jí
卾	è
厀	xī
厁	sān
厃	wēi_yán_wěi
厇	zhé_zhái
厈	hàn_àn_hǎn
厊	yǎ
厎	dǐ_zhǐ
厏	zhǎ_zhǎi
厐	páng
厑	yá
厒	qiè_hé
厓	yá_yái
厔	zhì_shī
厖	máng_páng
厗	tí
厙	shè
厛	tīng
厜	zuī
厞	fèi
厠	cè
厡	yuán
厤	lì
厧	diān
厪	jǐn_qín
厫	áo
厬	guǐ
厭	yàn
厯	lì
厰	chǎng
厱	qiān_lán
厲	lì
厳	yán
厴	yǎn
厵	yuán
厷	gōng_hóng_yòu
厸	lín_miǎo_miǎn
厹	róu_qiú
厺	qù
厼	keum
厽	lěi
厾	dū
叀	zhuān_huì
參	cān_shēn_cēn_sān
叄	cān_shēn_cēn_sān
叅	cān_shēn_cēn_sān
叆	ài
叇	dài
収	shōu
叏	guái_guài
叐	bá
叒	ruò
叓	lì_shì
叕	zhuó_yǐ_lì_jué
叚	jiǎ
叜	sǒu
叝	jí_gào
叞	wèi_yù
叡	ruì
叢	cóng
叧	guǎ
叴	qiú
叺	chǐ
叾	dug_liǎo
叿	hōng_hóng
吀	miē
吂	máng_màng
吅	xuān_sòng
吇	zǐ_jí
吋	dòu_cùn
吔	yē_yě
吘	ǒu
吙	huō
吚	yī_xī
吜	chǒu
吢	qìn
吤	jiè_gè_xiè
吥	bù_pōu
吪	é_huā
吰	hóng
吳	wú
吶	nà_nè_na
吷	xuè_chuò_jué
吺	dōu_rú
吽	hǒu_hōng_ōu
吿	gào
呁	jùn
呂	lǚ
呄	gé
呅	wěn_méi
呇	qǐ
呉	wú
呌	jiào
呍	hōng
呎	chǐ
呏	shēng
呑	tūn_tiān
呚	huá_qì
呝	è
呞	shī
呟	juǎn
呠	pěn_pēn
呡	mǐn_wěn
呣	ḿ_m̀_móu_mú_mù
呥	rán
呧	dǐ
呩	shì
呪	zhòu
呫	tiè_chè_zhān
呬	xì
呭	yì
呮	qì_zhī
呯	píng
呰	zǐ_cī
呴	xǔ_hǒu_gòu_xū
呹	yì_chì
呺	xiāo_háo
呾	dá_dàn_tǎ_yà
呿	qū
咁	xián_gān
咃	tuō
咅	pǒu
咇	bì
咈	fú
咉	yǎng_yāng
咊	hé_hè
咍	hāi
咑	dā
咓	wǎ
咗	zuo
咘	bù
咜	tuō
咞	xiàn_xián
咟	huò
咠	qì
咡	èr
咢	è
咥	dié_xī_xì
咮	zhòu
咰	shù_xún
咲	xiào
咵	kuā_kuǎ
咶	huài_shì_guā_guō_huà
咷	táo
咹	è_àn
咺	xuǎn_xuān
咼	wāi_hé_wǒ_wā_guǎ_guō
咾	lǎo
哃	tóng
哅	xiōng_hōng
哊	yòu
哋	diè_dì
哖	nián
哘	xíng
哛	ppun_fēn
哠	hào
員	yuán_yún_yùn
哢	lòng
哣	pǒu
哤	máng
哫	zú
哬	hè_hé
哯	xiàn
哰	láo
哱	pò_bā_bō
哴	liàng_láng
哵	bā
哶	miē
哷	liè_lǜ
哸	suī
哹	fú
哻	hān_hàn
哾	chuò_yuè_shuō
唀	yòu
唂	gū
唃	gū_gǔ
唄	bei_bài
唅	hán_hàn_hān
唈	yì
唊	jiá_qiǎn
唋	tǔ_tù_tū
唌	dàn_xián_yán
唍	wǎn
唎	lì_li
唒	qiú
唓	chē
唕	zào
唖	yǎ
唗	dōu
唘	qǐ
唙	dí
唚	qìn
唜	mas_mò
唝	gòng_hǒng_gǒng
唞	dóu_dǒu
唟	keos_qù
唡	liǎng
唥	léng
唦	shā
唨	zǔ_zuǒ
唩	wō_wěi
唫	jìn_yín
唭	qì
唲	ér_wā
唴	qiàng
唵	ǎn
唶	jiè_zé_jí
唸	niàn_diàn
唹	yū_yú
唺	tiǎn
唻	lài
唽	xī
啀	ái_yái
啂	gòu_nǒu
啅	zhuó_zhào
啇	dí_dì_shì_zhāi
啈	hèng_hēng_zá
啋	cǎi_cāi_xiāo
啌	qiāng_xiāng
啍	zhūn_tūn_xiāng_duǐ
啎	wǔ
問	wèn
啑	shà_jié_dié_tì_zā
啒	gǔ
啓	qǐ
啔	qǐ
啗	dàn
啘	yuē_wā_yè_yuě
啙	zǐ_cǐ_cī
啚	bǐ_tú
啛	cuì
啝	hé
啞	yǎ_yā
啟	qǐ
啠	zhé
啢	liǎng
啣	xián
啨	qíng_yīng
啩	guà
啫	zhě_shì
啯	guō
啰	luō_luó_luo
啱	yán_yān
啲	dī
啳	quán_jué
啴	tān_chǎn_tuō
啹	jú
啺	táng
啽	ān_án
啿	dàn
喅	yù
喆	zhé
喌	zhōu
喍	chái
喎	wāi
喐	huò_guó_xù_yù
喒	zán_zá_zǎ
喓	yāo
喕	miǎn
喖	hú
喗	yǔn
喚	huàn
喛	huàn_yuán_xuǎn_hé
喞	jī
喠	zhǒng_chuáng_chǒng
喡	wéi_wèi
喢	shà_chè
喣	xǔ
喤	huáng
喥	duó_zhà_dù
喦	yán_niè
喨	liàng
喩	yù
喪	sāng_sàng
喫	chī
喬	qiáo_jiāo
喭	yàn
單	dān_shàn_chán
喯	pèn_bēn
喰	cān_sūn_qī
喲	yō_yo
喴	wēi
営	yíng
喸	phos_bǔ
喺	xí_xǐ
喼	jiē_jié
喿	zào_qiāo_sào
嗀	hù_huò
嗁	tí
嗂	yáo
嗃	hè_xiāo_xiào_hù
嗆	qiāng_qiàng
嗇	sè
嗈	yōng
嗊	gòng_hǒng_gǒng
嗋	xié
嗎	má_mǎ_ma
嗏	chā
嗐	hài
嗕	rù
嗗	wā_gǔ_gū
嗘	jī
嗙	bēng_pǎng
嗚	wū
嗛	xián_qiàn_qiè
嗞	zī
嗠	lào_luò
嗢	wà
嗧	jiālún
嗩	suǒ
嗭	zi_zhí
嗮	sǎi_sài
嗰	gě
嗱	ná
嗴	qiāng
嗶	bì
嗸	áo
嗹	lián
嗺	zuī_suī_zuǐ
嗻	zhē_zhè_zhù_zhe
嗼	mò
嗿	tǎn
嘂	jiào
嘃	chōng
嘄	jiào_dǎo_jiāo
嘅	kǎi_gě_kài
嘆	tàn
嘇	shān_càn_shěn
嘊	ái_yái
嘋	xiào_xiāo
嘍	lóu_lou
嘐	xiāo_jiāo
嘑	hū_hù
嘒	huì
嘓	guō
嘔	ǒu_ōu_òu
嘕	xiān
嘖	zé
嘗	cháng
嘙	pó
嘚	dē_dēi
嘜	mà
嘝	hú
嘠	gā_gá_gǎ
嘡	tāng
